"","unique","Team","Position","Name","Projected","Points","Starter","Week","Largest","SecLargest","BadDecision"
"2089","Team 9RB10","Team 9","RB","Zack Moss",8.6,2.7,"No","10",14.5,13.5,1
"2090","Team 9RB11","Team 9","RB","Miles Sanders",17.3,9.1,"Yes","11",17.1,12.4,1
"2091","Team 9RB11","Team 9","RB","Zack Moss",0,0,"No","11",17.1,12.4,1
"2092","Team 9RB11","Team 9","RB","Aaron Jones",17.5,17.1,"Yes","11",17.1,12.4,0
"2093","Team 9RB11","Team 9","RB","Damien Harris",11.5,12.4,"No","11",17.1,12.4,0
"2094","Team 9RB12","Team 9","RB","Aaron Jones",18.6,10,"Yes","12",10,8.8,0
"2095","Team 9RB12","Team 9","RB","Zack Moss",10,8.8,"No","12",10,8.8,0
"2096","Team 9RB12","Team 9","RB","Miles Sanders",17.1,6.2,"Yes","12",10,8.8,1
"2097","Team 9RB12","Team 9","RB","J.K. Dobbins",0,0,"No","12",10,8.8,1
"2098","Team 9RB12","Team 9","RB","Damien Harris",10.7,4.7,"No","12",10,8.8,1
"2099","Team 9RB13","Team 9","RB","Aaron Jones",18.4,23.8,"Yes","13",23.8,13.1,0
"2100","Team 9RB13","Team 9","RB","J.K. Dobbins",12.4,13.1,"No","13",23.8,13.1,0
"2101","Team 9RB13","Team 9","RB","Zack Moss",8.7,2.4,"No","13",23.8,13.1,1
"2102","Team 9RB13","Team 9","RB","Miles Sanders",14.3,3.1,"Yes","13",23.8,13.1,1
"2103","Team 9RB13","Team 9","RB","Devontae Booker",14.8,6.1,"Yes","13",23.8,13.1,1
"2104","Team 9RB13","Team 9","RB","Damien Harris",11.2,10.5,"No","13",23.8,13.1,1
"2105","Team 9RB14","Team 9","RB","Aaron Jones",19.1,9.5,"Yes","14",29.6,21.4,1
"2106","Team 9RB14","Team 9","RB","Cam Akers",10,21.4,"No","14",29.6,21.4,0
"2107","Team 9RB14","Team 9","RB","Miles Sanders",12.8,29.6,"No","14",29.6,21.4,0
"2108","Team 9RB14","Team 9","RB","J.K. Dobbins",10.4,13.3,"Yes","14",29.6,21.4,1
"2109","Team 9RB14","Team 9","RB","Damien Harris",8.8,6,"No","14",29.6,21.4,1
"2110","Team 9RB14","Team 9","RB","Devontae Booker",5.8,4.9,"No","14",29.6,21.4,1
"2111","Team 9RB2","Team 9","RB","Aaron Jones",17.5,45.6,"Yes","2",45.6,20.1,0
"2112","Team 9RB2","Team 9","RB","Zack Moss",9.1,3.7,"No","2",45.6,20.1,1
"2113","Team 9RB2","Team 9","RB","Miles Sanders",15.5,20.1,"Yes","2",45.6,20.1,0
"2114","Team 9RB3","Team 9","RB","Miles Sanders",19.2,14.7,"Yes","3",16.6,14.7,0
"2115","Team 9RB3","Team 9","RB","Aaron Jones",17,16.6,"Yes","3",16.6,14.7,0
"2116","Team 9RB3","Team 9","RB","Zack Moss",0,0,"No","3",16.6,14.7,1
"2117","Team 9RB4","Team 9","RB","Aaron Jones",20,22.1,"Yes","4",22.1,9.6,0
"2118","Team 9RB4","Team 9","RB","Miles Sanders",17.7,9.6,"Yes","4",22.1,9.6,0
"2119","Team 9RB4","Team 9","RB","Zack Moss",0,0,"No","4",22.1,9.6,1
"2120","Team 9RB5","Team 9","RB","Joshua Kelley",13.5,4.8,"Yes","5",23.9,4.8,0
"2121","Team 9RB5","Team 9","RB","Zack Moss",0,0,"No","5",23.9,4.8,1
"2122","Team 9RB5","Team 9","RB","Aaron Jones",0,0,"No","5",23.9,4.8,1
"2123","Team 9RB5","Team 9","RB","Miles Sanders",17.1,23.9,"Yes","5",23.9,4.8,0
"2124","Team 9RB6","Team 9","RB","Aaron Jones",18.4,13.1,"Yes","6",13.1,12.2,0
"2125","Team 9RB6","Team 9","RB","Cam Akers",5.6,0,"No","6",13.1,12.2,1
"2126","Team 9RB6","Team 9","RB","Zack Moss",6.6,1,"No","6",13.1,12.2,1
"2127","Team 9RB6","Team 9","RB","Miles Sanders",18.3,12.2,"Yes","6",13.1,12.2,0
"2128","Team 9RB7","Team 9","RB","Jamaal Williams",16.8,21.4,"Yes","7",21.4,1.3,0
"2129","Team 9RB7","Team 9","RB","Miles Sanders",0,0,"No","7",21.4,1.3,1
"2130","Team 9RB7","Team 9","RB","Aaron Jones",0,0,"No","7",21.4,1.3,1
"2131","Team 9RB7","Team 9","RB","James White",11.7,1.3,"Yes","7",21.4,1.3,0
"2132","Team 9RB8","Team 9","RB","Jamaal Williams",18.3,18.2,"Yes","8",20.1,18.2,0
"2133","Team 9RB8","Team 9","RB","Zack Moss",6.1,20.1,"Yes","8",20.1,18.2,0
"2134","Team 9RB8","Team 9","RB","Miles Sanders",0,0,"No","8",20.1,18.2,1
"2135","Team 9RB8","Team 9","RB","Aaron Jones",0,0,"No","8",20.1,18.2,1
"2136","Team 9RB8","Team 9","RB","James White",7.4,5.5,"No","8",20.1,18.2,1
"2137","Team 9RB9","Team 9","RB","Zack Moss",7.9,12.8,"Yes","9",12.9,12.8,0
"2138","Team 9RB9","Team 9","RB","Tyler Ervin",10,11.2,"Yes","9",12.9,12.8,1
"2139","Team 9RB9","Team 9","RB","Damien Harris",11.1,7.1,"No","9",12.9,12.8,1
"2140","Team 9RB9","Team 9","RB","Miles Sanders",0,0,"No","9",12.9,12.8,1
"2141","Team 9RB9","Team 9","RB","Aaron Jones",14.7,12.9,"No","9",12.9,12.8,0
"2142","Team 9TE1","Team 9","TE","Tyler Higbee",10.2,7,"Yes","1",16.6,7,1
"2143","Team 9TE1","Team 9","TE","T.J. Hockenson",8.7,16.6,"No","1",16.6,7,0
"2144","Team 9TE10","Team 9","TE","Austin Hooper",9.6,2.1,"Yes","10",3.3,2.1,1
"2145","Team 9TE10","Team 9","TE","T.J. Hockenson",10,3.3,"Yes","10",3.3,2.1,0
"2146","Team 9TE11","Team 9","TE","Taysom Hill",18,24.22,"Yes","11",24.22,10.8,0
"2147","Team 9TE11","Team 9","TE","T.J. Hockenson",11.3,10.8,"Yes","11",24.22,10.8,1
"2148","Team 9TE12","Team 9","TE","T.J. Hockenson",12,13.9,"Yes","12",13.9,13.9,0
"2149","Team 9TE13","Team 9","TE","T.J. Hockenson",10.6,15.4,"Yes","13",15.4,15.4,0
"2150","Team 9TE14","Team 9","TE","T.J. Hockenson",11.7,16.3,"Yes","14",16.3,16.3,0
"2151","Team 9TE2","Team 9","TE","T.J. Hockenson",8.8,10.2,"Yes","2",28.4,10.2,1
"2152","Team 9TE2","Team 9","TE","Tyler Higbee",9.6,28.4,"No","2",28.4,10.2,0
"2153","Team 9TE3","Team 9","TE","T.J. Hockenson",8.2,9.3,"No","3",9.3,8,0
"2154","Team 9TE3","Team 9","TE","Jordan Reed",8.6,4.3,"No","3",9.3,8,1
"2155","Team 9TE3","Team 9","TE","Tyler Higbee",9.7,8,"Yes","3",9.3,8,1
"2156","Team 9TE4","Team 9","TE","T.J. Hockenson",11,10.9,"Yes","4",10.9,5,0
"2157","Team 9TE4","Team 9","TE","Tyler Higbee",8.9,5,"No","4",10.9,5,1
"2158","Team 9TE4","Team 9","TE","Eric Ebron",0,0,"No","4",10.9,5,1
"2159","Team 9TE5","Team 9","TE","Eric Ebron",8.4,7.3,"Yes","5",7.3,3.2,0
"2160","Team 9TE5","Team 9","TE","T.J. Hockenson",0,0,"No","5",7.3,3.2,1
"2161","Team 9TE5","Team 9","TE","Tyler Higbee",7.5,3.2,"No","5",7.3,3.2,1
"2162","Team 9TE6","Team 9","TE","Eric Ebron",10.1,2.9,"No","6",9.7,8.6,1
"2163","Team 9TE6","Team 9","TE","T.J. Hockenson",8.5,9.7,"Yes","6",9.7,8.6,0
"2164","Team 9TE6","Team 9","TE","Tyler Higbee",6.9,8.6,"No","6",9.7,8.6,1
"2165","Team 9TE7","Team 9","TE","T.J. Hockenson",9.9,16.9,"Yes","7",16.9,0,0
"2166","Team 9TE7","Team 9","TE","Tyler Higbee",0,0,"No","7",16.9,0,1
"2167","Team 9TE8","Team 9","TE","T.J. Hockenson",9.6,13.5,"Yes","8",13.5,3.4,0
"2168","Team 9TE8","Team 9","TE","Tyler Higbee",7,3.4,"No","8",13.5,3.4,1
"2169","Team 9TE9","Team 9","TE","T.J. Hockenson",11.9,14.9,"Yes","9",14.9,14.9,0
"2170","Team 9WR1","Team 9","WR","Michael Gallup",13.2,8,"Yes","1",25.4,12.3,1
"2171","Team 9WR1","Team 9","WR","Allen Robinson II",14.9,12.3,"Yes","1",25.4,12.3,0
"2172","Team 9WR1","Team 9","WR","Golden Tate",0,0,"No","1",25.4,12.3,1
"2173","Team 9WR1","Team 9","WR","Robby Anderson",10.7,25.4,"Yes","1",25.4,12.3,0
"2174","Team 9WR1","Team 9","WR","Curtis Samuel",9.8,9.3,"No","1",25.4,12.3,1
"2175","Team 9WR1","Team 9","WR","Courtland Sutton",0,0,"No","1",25.4,12.3,1
"2176","Team 9WR10","Team 9","WR","Robby Anderson",15.1,6.1,"Yes","10",10.3,10.1,1
"2177","Team 9WR10","Team 9","WR","Nelson Agholor",7.9,1.8,"No","10",10.3,10.1,1
"2178","Team 9WR10","Team 9","WR","Allen Robinson II",15.9,10.3,"Yes","10",10.3,10.1,0
"2179","Team 9WR10","Team 9","WR","Tim Patrick",10.1,10.1,"No","10",10.3,10.1,0
"2180","Team 9WR10","Team 9","WR","Allen Lazard",0,0,"No","10",10.3,10.1,1
"2181","Team 9WR11","Team 9","WR","Robby Anderson",14.4,11.6,"Yes","11",16.9,15.6,1
"2182","Team 9WR11","Team 9","WR","Allen Robinson II",0,0,"No","11",16.9,15.6,1
"2183","Team 9WR11","Team 9","WR","Tim Patrick",9,16.9,"No","11",16.9,15.6,0
"2184","Team 9WR11","Team 9","WR","Michael Pittman Jr.",11.4,15.6,"Yes","11",16.9,15.6,0
"2185","Team 9WR11","Team 9","WR","Allen Lazard",5.9,3.8,"No","11",16.9,15.6,1
"2186","Team 9WR11","Team 9","WR","Jalen Reagor",10.3,9.2,"No","11",16.9,15.6,1
"2187","Team 9WR12","Team 9","WR","Robby Anderson",15.3,19.4,"Yes","12",27.4,19.4,0
"2188","Team 9WR12","Team 9","WR","Cole Beasley",13,9.3,"Yes","12",27.4,19.4,1
"2189","Team 9WR12","Team 9","WR","Michael Pittman Jr.",11.2,4.8,"No","12",27.4,19.4,1
"2190","Team 9WR12","Team 9","WR","Tim Patrick",1.8,0,"No","12",27.4,19.4,1
"2191","Team 9WR12","Team 9","WR","Allen Robinson II",15.1,27.4,"Yes","12",27.4,19.4,0
"2192","Team 9WR13","Team 9","WR","Allen Robinson II",16.9,13.5,"Yes","13",28,20.4,1
"2193","Team 9WR13","Team 9","WR","Cole Beasley",12.4,28,"Yes","13",28,20.4,0
"2194","Team 9WR13","Team 9","WR","Michael Pittman Jr.",11.9,9.6,"No","13",28,20.4,1
"2195","Team 9WR13","Team 9","WR","Tim Patrick",10.4,20.4,"No","13",28,20.4,0
"2196","Team 9WR13","Team 9","WR","Robby Anderson",0,0,"No","13",28,20.4,1
"2197","Team 9WR14","Team 9","WR","Robby Anderson",15.3,17.7,"Yes","14",27.3,17.7,0
"2198","Team 9WR14","Team 9","WR","Allen Robinson II",16.2,27.3,"Yes","14",27.3,17.7,0
"2199","Team 9WR14","Team 9","WR","Michael Pittman Jr.",11.2,6.5,"No","14",27.3,17.7,1
"2200","Team 9WR14","Team 9","WR","Tim Patrick",10.2,12.6,"No","14",27.3,17.7,1
"2201","Team 9WR14","Team 9","WR","Cole Beasley",13.2,9.1,"Yes","14",27.3,17.7,1
"2202","Team 9WR2","Team 9","WR","Michael Gallup",13.4,7.8,"Yes","2",17.9,9.7,1
"2203","Team 9WR2","Team 9","WR","Robby Anderson",11.6,17.9,"Yes","2",17.9,9.7,0
"2204","Team 9WR2","Team 9","WR","Allen Robinson II",15.7,6.3,"Yes","2",17.9,9.7,1
"2205","Team 9WR2","Team 9","WR","Golden Tate",9.1,9.7,"No","2",17.9,9.7,0
"2206","Team 9WR2","Team 9","WR","Courtland Sutton",12.2,9.6,"No","2",17.9,9.7,1
"2207","Team 9WR2","Team 9","WR","Allen Lazard",9.8,7.5,"No","2",17.9,9.7,1
"2208","Team 9WR3","Team 9","WR","Allen Robinson II",15.1,28.3,"Yes","3",28.3,26.4,0
"2209","Team 9WR3","Team 9","WR","Robby Anderson",12.6,10.5,"Yes","3",28.3,26.4,1
"2210","Team 9WR3","Team 9","WR","Michael Gallup",12.6,25.8,"Yes","3",28.3,26.4,1
"2211","Team 9WR3","Team 9","WR","Allen Lazard",12.5,26.4,"No","3",28.3,26.4,0
"2212","Team 9WR3","Team 9","WR","Golden Tate",9.8,8.6,"No","3",28.3,26.4,1
"2213","Team 9WR4","Team 9","WR","Allen Robinson II",15.6,23.1,"Yes","4",23.1,17.9,0
"2214","Team 9WR4","Team 9","WR","Robby Anderson",13.7,17.9,"Yes","4",23.1,17.9,0
"2215","Team 9WR4","Team 9","WR","Golden Tate",10.8,6,"No","4",23.1,17.9,1
"2216","Team 9WR4","Team 9","WR","Michael Gallup",10.4,4.9,"Yes","4",23.1,17.9,1
"2217","Team 9WR4","Team 9","WR","Marquez Valdes-Scantling",10.3,8.5,"No","4",23.1,17.9,1
"2218","Team 9WR5","Team 9","WR","Robby Anderson",15.2,19.5,"Yes","5",19.5,19,0
"2219","Team 9WR5","Team 9","WR","Allen Robinson II",15.3,19,"Yes","5",19.5,19,0
"2220","Team 9WR5","Team 9","WR","Michael Gallup",9.7,11.3,"Yes","5",19.5,19,1
"2221","Team 9WR5","Team 9","WR","Scotty Miller",10.7,0,"No","5",19.5,19,1
"2222","Team 9WR6","Team 9","WR","Allen Robinson II",15.9,10.3,"Yes","6",14.5,11.7,1
"2223","Team 9WR6","Team 9","WR","Robby Anderson",14.7,11.7,"Yes","6",14.5,11.7,0
"2224","Team 9WR6","Team 9","WR","Cole Beasley",9.1,14.5,"No","6",14.5,11.7,0
"2225","Team 9WR6","Team 9","WR","Michael Gallup",8.2,4.3,"Yes","6",14.5,11.7,1
"2226","Team 9WR7","Team 9","WR","Allen Robinson II",16.2,11,"Yes","7",22.2,13.4,1
"2227","Team 9WR7","Team 9","WR","Robby Anderson",15,13.4,"Yes","7",22.2,13.4,0
"2228","Team 9WR7","Team 9","WR","Tim Patrick",9.6,7.4,"No","7",22.2,13.4,1
"2229","Team 9WR7","Team 9","WR","Michael Gallup",9.1,0,"No","7",22.2,13.4,1
"2230","Team 9WR7","Team 9","WR","Cole Beasley",13.3,22.2,"Yes","7",22.2,13.4,0
"2231","Team 9WR8","Team 9","WR","Robby Anderson",16.4,9.8,"Yes","8",20.7,9.8,0
"2232","Team 9WR8","Team 9","WR","Allen Robinson II",16.2,20.7,"No","8",20.7,9.8,0
"2233","Team 9WR8","Team 9","WR","Cole Beasley",10.2,4.4,"Yes","8",20.7,9.8,1
"2234","Team 9WR8","Team 9","WR","Tim Patrick",0,0,"No","8",20.7,9.8,1
"2235","Team 9WR8","Team 9","WR","Nelson Agholor",8.7,0,"Yes","8",20.7,9.8,1
"2236","Team 9WR9","Team 9","WR","Allen Robinson II",16.5,15.1,"Yes","9",15.3,15.1,0
"2237","Team 9WR9","Team 9","WR","Robby Anderson",14.3,15.3,"Yes","9",15.3,15.1,0
"2238","Team 9WR9","Team 9","WR","Tim Patrick",9.3,12.9,"No","9",15.3,15.1,1
"2239","Team 9WR9","Team 9","WR","Cole Beasley",11.5,6.9,"Yes","9",15.3,15.1,1
"2240","Team 9WR9","Team 9","WR","Nelson Agholor",7,13.5,"No","9",15.3,15.1,1
