"","Team","Name","Position","Week","Actual","Projected","Difference"
"418","Team 3","Davante Adams","WR","1",41.6,18.5,23.1
"419","Team 3","Davante Adams","WR","2",6.6,19.2,-12.6
"420","Team 3","Davante Adams","WR","6",12.1,20.6,-8.5
"421","Team 3","Davante Adams","WR","7",44.6,21.9,22.7
"422","Team 3","Davante Adams","WR","8",30.3,21.4,8.9
"423","Team 3","Davante Adams","WR","9",33.3,23.2,10.1
"424","Team 3","Davante Adams","WR","10",18.6,21.3,-2.7
"425","Team 3","Davante Adams","WR","11",23.6,20.5,3.1
"426","Team 3","Davante Adams","WR","12",18.1,21,-2.9
"427","Team 3","Davante Adams","WR","13",34.1,20.7,13.4
"428","Team 3","Davante Adams","WR","14",24.5,24.6,-0.100000000000001
"429","Team 3","Deebo Samuel","WR","13",13.6,13.8,-0.200000000000001
"430","Team 3","Deebo Samuel","WR","14",0.9,14,-13.1
"431","Team 3","DK Metcalf","WR","4",14.6,15.7,-1.1
"432","Team 3","DK Metcalf","WR","5",27.3,15.6,11.7
"433","Team 3","DK Metcalf","WR","7",4.3,16.8,-12.5
"434","Team 3","DK Metcalf","WR","8",40.1,16.4,23.7
"435","Team 3","DK Metcalf","WR","9",23.8,15.8,8
"436","Team 3","DK Metcalf","WR","10",4.8,18.2,-13.4
"437","Team 3","DK Metcalf","WR","11",13.6,17.1,-3.5
"438","Team 3","DK Metcalf","WR","12",27.7,16.7,11
"439","Team 3","DK Metcalf","WR","13",13,17.2,-4.2
"440","Team 3","DK Metcalf","WR","14",18.1,18,0.100000000000001
"441","Team 3","Dolphins D/ST","D/ST","6",12,6.6,5.4
"442","Team 3","Dolphins D/ST","D/ST","11",-1,7,-8
"443","Team 3","Dolphins D/ST","D/ST","13",16,7.7,8.3
"444","Team 3","Drew Brees","QB","10",6.94,17.1,-10.16
"445","Team 3","Ezekiel Elliott","RB","1",27.7,20.5,7.2
"446","Team 3","Ezekiel Elliott","RB","2",22.2,21.2,1
"447","Team 3","Ezekiel Elliott","RB","3",17.8,20.6,-2.8
"448","Team 3","Ezekiel Elliott","RB","4",20.5,23.7,-3.2
"449","Team 3","Ezekiel Elliott","RB","5",23.5,23.8,-0.300000000000001
"450","Team 3","Ezekiel Elliott","RB","6",12,21.8,-9.8
"451","Team 3","Ezekiel Elliott","RB","7",6.1,21.6,-15.5
"452","Team 3","Ezekiel Elliott","RB","8",8.3,16.7,-8.4
"453","Team 3","Ezekiel Elliott","RB","11",19.4,15.7,3.7
"454","Team 3","Ezekiel Elliott","RB","12",2.9,15.2,-12.3
"455","Team 3","Ezekiel Elliott","RB","13",13.5,12.4,1.1
"456","Team 3","Ezekiel Elliott","RB","14",7.9,15.1,-7.2
"457","Team 3","Giants D/ST","D/ST","3",-4,5.9,-9.9
"458","Team 3","Jamison Crowder","WR","5",25.6,13,12.6
"459","Team 3","Jamison Crowder","WR","6",11.8,14.2,-2.4
"460","Team 3","Jamison Crowder","WR","9",10.6,14.3,-3.7
"461","Team 3","Jamison Crowder","WR","11",2.6,14.6,-12
"462","Team 3","Jason Sanders","K","6",6,9.5,-3.5
"463","Team 3","Jerick McKinnon","RB","4",22.7,13.5,9.2
"464","Team 3","Jerick McKinnon","RB","5",2.5,12.3,-9.8
"465","Team 3","Jerick McKinnon","RB","7",-0.1,15,-15.1
"466","Team 3","Jerick McKinnon","RB","10",5.6,15.8,-10.2
"467","Team 3","Kirk Cousins","QB","13",21.4,16.8,4.6
"468","Team 3","Mark Andrews","TE","1",22.8,13.6,9.2
"469","Team 3","Mark Andrews","TE","2",3.9,14,-10.1
"470","Team 3","Mark Andrews","TE","3",5.2,13.9,-8.7
"471","Team 3","Mark Andrews","TE","4",20.7,13.5,7.2
"472","Team 3","Mark Andrews","TE","5",17.6,13.3,4.3
"473","Team 3","Mark Andrews","TE","6",4.1,14.7,-10.6
"474","Team 3","Mark Andrews","TE","8",6.2,12.8,-6.6
"475","Team 3","Mark Andrews","TE","9",5.2,11.7,-6.5
"476","Team 3","Mark Andrews","TE","10",13.1,11.1,2
"477","Team 3","Mark Andrews","TE","11",20.6,12.5,8.1
"478","Team 3","Mark Andrews","TE","14",12.8,11.4,1.4
"479","Team 3","Melvin Gordon III","RB","1",15.6,12.4,3.2
"480","Team 3","Melvin Gordon III","RB","2",16.4,14.1,2.3
"481","Team 3","Melvin Gordon III","RB","3",7.8,14.2,-6.4
"482","Team 3","Packers D/ST","D/ST","10",7,7.3,-0.3
"483","Team 3","Parris Campbell","WR","2",0.7,11.2,-10.5
"484","Team 3","Robert Tonyan","TE","6",5.5,8.3,-2.8
"485","Team 3","Robert Tonyan","TE","7",5.2,9.1,-3.9
"486","Team 3","Robert Tonyan","TE","12",17.7,7.8,9.9
"487","Team 3","Robert Tonyan","TE","13",13.9,8.7,5.2
"488","Team 3","Ryan Fitzpatrick","QB","6",16.04,19.1,-3.06
"489","Team 3","Ryan Fitzpatrick","QB","12",19.28,18.9,0.380000000000003
"490","Team 3","Ryan Tannehill","QB","7",17.3,17.9,-0.599999999999998
"491","Team 3","Ryan Tannehill","QB","8",17.32,17,0.32
"492","Team 3","Ryan Tannehill","QB","9",14.62,16.5,-1.88
"493","Team 3","Ryan Tannehill","QB","14",16.48,18.6,-2.12
"494","Team 3","Saints D/ST","D/ST","12",14,5.8,8.2
"495","Team 3","Saints D/ST","D/ST","14",-1,8.5,-9.5
"496","Team 3","Sammy Watkins","WR","4",6.3,9.9,-3.6
"497","Team 3","Sterling Shepard","WR","10",10.7,13.5,-2.8
"498","Team 3","Titans D/ST","D/ST","8",-2,5.9,-7.9
"499","Team 3","Titans D/ST","D/ST","9",13,6,7
"500","Team 3","Wil Lutz","K","1",10,8.8,1.2
"501","Team 3","Wil Lutz","K","2",6,8.3,-2.3
"502","Team 3","Wil Lutz","K","3",13,8.2,4.8
"503","Team 3","Wil Lutz","K","4",5,8.3,-3.3
"504","Team 3","Wil Lutz","K","5",15,8.5,6.5
"505","Team 3","Wil Lutz","K","7",11,8.4,2.6
"506","Team 3","Wil Lutz","K","8",13,8.4,4.6
"507","Team 3","Wil Lutz","K","9",8,8.8,-0.800000000000001
"508","Team 3","Wil Lutz","K","10",10,9.7,0.300000000000001
"509","Team 3","Wil Lutz","K","11",5,8,-3
"510","Team 3","Wil Lutz","K","12",8,7.6,0.4
"511","Team 3","Wil Lutz","K","13",2,8,-6
"512","Team 3","Wil Lutz","K","14",1,7.4,-6.4
"513","Team 4","Austin Hooper","TE","12",9.3,10.1,-0.799999999999999
"514","Team 4","Austin Hooper","TE","13",4.4,8.8,-4.4
"515","Team 4","Bears D/ST","D/ST","10",10,6.7,3.3
"516","Team 4","Bears D/ST","D/ST","13",-2,6.9,-8.9
"517","Team 4","Bears D/ST","D/ST","14",18,6.6,11.4
"518","Team 4","Broncos D/ST","D/ST","4",6,7.3,-1.3
"519","Team 4","Browns D/ST","D/ST","11",20,7.2,12.8
"520","Team 4","Browns D/ST","D/ST","12",-1,7.1,-8.1
"521","Team 4","Cardinals D/ST","D/ST","2",9,7.6,1.4
"522","Team 4","Cardinals D/ST","D/ST","3",4,5.2,-1.2
"523","Team 4","Cardinals D/ST","D/ST","9",2,7.2,-5.2
"524","Team 4","Carlos Hyde","RB","11",17.5,12.3,5.2
"525","Team 4","Chargers D/ST","D/ST","7",8,5.9,2.1
"526","Team 4","Chargers D/ST","D/ST","8",2,5.9,-3.9
"527","Team 4","Dalton Schultz","TE","14",6.4,8.2,-1.8
"528","Team 4","Dan Bailey","K","1",4,7.7,-3.7
"529","Team 4","Dan Bailey","K","2",3,7.2,-4.2
"530","Team 4","Diontae Johnson","WR","3",0.9,14.2,-13.3
"531","Team 4","Diontae Johnson","WR","8",1.6,14.1,-12.5
"532","Team 4","Diontae Johnson","WR","9",14.1,12.3,1.8
"533","Team 4","Diontae Johnson","WR","10",23.6,11.9,11.7
"534","Team 4","Diontae Johnson","WR","11",23.1,14.3,8.8
"535","Team 4","Diontae Johnson","WR","12",12.6,14.6,-2
"536","Team 4","Diontae Johnson","WR","13",21.1,14.6,6.5
"537","Team 4","Diontae Johnson","WR","14",8,15.9,-7.9
"538","Team 4","DJ Chark Jr.","WR","1",11.5,13.3,-1.8
"539","Team 4","DJ Chark Jr.","WR","2",12.4,12.9,-0.5
"540","Team 4","DJ Chark Jr.","WR","5",4.6,12.8,-8.2
"541","Team 4","DJ Chark Jr.","WR","6",11.5,11.8,-0.300000000000001
"542","Team 4","DJ Chark Jr.","WR","7",3.6,13.4,-9.8
"543","Team 4","Eagles D/ST","D/ST","1",5,8.7,-3.7
"544","Team 4","Graham Gano","K","7",3,9,-6
"545","Team 4","James White","RB","13",3.1,11.4,-8.3
"546","Team 4","James White","RB","14",2.8,9.3,-6.5
"547","Team 4","Jared Goff","QB","10",10.48,18.5,-8.02
"548","Team 4","Jason Myers","K","13",4,8.5,-4.5
"549","Team 4","Jerry Jeudy","WR","10",10.8,12.6,-1.8
"550","Team 4","Joey Slye","K","8",5,9.5,-4.5
"551","Team 4","Joey Slye","K","9",6,8.5,-2.5
"552","Team 4","Joey Slye","K","10",6,9,-3
"553","Team 4","Joey Slye","K","11",10,8.3,1.7
"554","Team 4","Joey Slye","K","12",8,8.2,-0.199999999999999
"555","Team 4","Joey Slye","K","14",9,8.4,0.6
"556","Team 4","Jordan Howard","RB","9",7.9,0,7.9
"557","Team 4","Justin Jackson","RB","7",10.5,14.6,-4.1
"558","Team 4","Justin Jackson","RB","9",0,15.3,-15.3
"559","Team 4","Leonard Fournette","RB","3",4.2,11,-6.8
"560","Team 4","Leonard Fournette","RB","8",10.1,13.8,-3.7
"561","Team 4","Leonard Fournette","RB","9",10.1,14.7,-4.6
"562","Team 4","Leonard Fournette","RB","10",5,13.9,-8.9
"563","Team 4","Leonard Fournette","RB","12",5,12,-7
"564","Team 4","Matt Prater","K","4",3,8.8,-5.8
"565","Team 4","Myles Gaskin","RB","3",14.5,11.3,3.2
"566","Team 4","Myles Gaskin","RB","4",9.2,14,-4.8
"567","Team 4","Myles Gaskin","RB","5",20.1,12.9,7.2
"568","Team 4","Myles Gaskin","RB","6",16.6,16.7,-0.0999999999999979
"569","Team 4","Myles Gaskin","RB","8",13.3,16.1,-2.8
"570","Team 4","Myles Gaskin","RB","13",14.1,16.1,-2
"571","Team 4","Noah Fant","TE","6",0,0,0
"572","Team 4","Noah Fant","TE","7",6.8,10.8,-4
"573","Team 4","Noah Fant","TE","8",11.7,10.3,1.4
"574","Team 4","Noah Fant","TE","9",7.5,11.4,-3.9
"575","Team 4","Noah Fant","TE","10",4.8,11.1,-6.3
"576","Team 4","Noah Fant","TE","11",9.5,9.1,0.4
"577","Team 4","Panthers D/ST","D/ST","6",4,6,-2
"578","Team 4","Patrick Mahomes","QB","1",20.44,23.3,-2.86
"579","Team 4","Patrick Mahomes","QB","2",27.48,20.6,6.88
"580","Team 4","Patrick Mahomes","QB","3",40,19.6,20.4
"581","Team 4","Patrick Mahomes","QB","4",20.24,21.5,-1.26
"582","Team 4","Patrick Mahomes","QB","5",29.7,23.5,6.2
"583","Team 4","Patrick Mahomes","QB","6",20.6,23.8,-3.2
"584","Team 4","Patrick Mahomes","QB","7",12,21.2,-9.2
"585","Team 4","Patrick Mahomes","QB","8",36.64,22.3,14.34
"586","Team 4","Patrick Mahomes","QB","9",31.48,23,8.48
"587","Team 4","Patrick Mahomes","QB","11",21.52,24.1,-2.58
"588","Team 4","Patrick Mahomes","QB","12",31.28,24,7.28
"589","Team 4","Patrick Mahomes","QB","13",19.32,24.3,-4.98
"590","Team 4","Patrick Mahomes","QB","14",18.62,22.6,-3.98
"591","Team 4","Robert Woods","WR","1",17.9,14.5,3.4
"592","Team 4","Robert Woods","WR","2",11.3,14.5,-3.2
"593","Team 4","Robert Woods","WR","3",21.4,13.8,7.6
"594","Team 4","Robert Woods","WR","4",9.8,14,-4.2
"595","Team 4","Robert Woods","WR","5",17.1,13.8,3.3
"596","Team 4","Robert Woods","WR","6",14,14,0
"597","Team 4","Robert Woods","WR","7",5.5,13.4,-7.9
"598","Team 4","Robert Woods","WR","8",28.4,14.2,14.2
"599","Team 4","Robert Woods","WR","10",8.6,16.1,-7.5
"600","Team 4","Robert Woods","WR","11",30.6,13.8,16.8
"601","Team 4","Robert Woods","WR","12",15.8,15.2,0.600000000000001
"602","Team 4","Robert Woods","WR","13",18.5,16.9,1.6
"603","Team 4","Robert Woods","WR","14",8.1,16,-7.9
"604","Team 4","Rodrigo Blankenship","K","5",11,9.5,1.5
"605","Team 4","Rodrigo Blankenship","K","6",8,8.7,-0.699999999999999
"606","Team 4","Ronald Jones II","RB","2",10.7,13,-2.3
"607","Team 4","Ronald Jones II","RB","4",18.8,14.8,4
"608","Team 4","Ronald Jones II","RB","5",15.5,15.3,0.199999999999999
"609","Team 4","Ronald Jones II","RB","6",26.1,14.7,11.4
"610","Team 4","Ronald Jones II","RB","7",10.6,15.3,-4.7
"611","Team 4","Ronald Jones II","RB","10",24.8,10.8,14
"612","Team 4","Ronald Jones II","RB","11",2.4,12,-9.6
"613","Team 4","Ronald Jones II","RB","12",17.3,11.7,5.6
"614","Team 4","Ronald Jones II","RB","14",15.4,14.3,1.1
"615","Team 4","Russell Gage","WR","4",4,12.6,-8.6
"616","Team 4","Saquon Barkley","RB","1",12.6,19.2,-6.6
